,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
47,600519.SH,20180212,691.0,705.5,685.2,697.48,683.43,14.05,2.06,64179.55,4466343.242
48,600519.SH,20180209,680.0,689.89,658.0,683.43,700.99,-17.56,-2.51,105578.26,7160206.33
49,600519.SH,20180208,682.2,718.0,682.2,700.99,683.43,17.56,2.57,83409.43,5860233.484
50,600519.SH,20180207,720.0,723.88,682.01,683.43,708.86,-25.43,-3.59,88289.98,6231141.116
51,600519.SH,20180206,703.0,722.6,703.0,708.86,718.23,-9.37,-1.3,88168.71,6270888.575
52,600519.SH,20180205,727.22,729.96,705.6,718.23,740.4,-22.17,-2.99,98995.85,7104095.616
53,600519.SH,20180202,752.22,753.23,725.0,740.4,757.73,-17.33,-2.29,75420.82,5583742.782
54,600519.SH,20180201,767.0,767.3,752.92,757.73,764.54,-6.81,-0.89,50582.61,3846421.613
55,600519.SH,20180131,739.0,771.71,739.0,764.54,742.08,22.46,3.03,60402.41,4601994.781
56,600519.SH,20180130,736.0,748.77,730.02,742.08,736.32,5.76,0.78,51911.03,3852705.098
57,600519.SH,20180129,778.76,779.67,735.0,736.32,777.22,-40.9,-5.26,74535.51,5637041.971
58,600519.SH,20180126,767.24,777.4,764.0,777.22,769.16,8.06,1.05,43978.33,3389953.777
59,600519.SH,20180125,761.0,776.0,751.0,769.16,764.46,4.7,0.61,50040.72,3821875.04
60,600519.SH,20180124,776.44,776.46,758.6,764.46,773.78,-9.32,-1.2,43298.81,3311348.774
61,600519.SH,20180123,777.81,780.0,768.6,773.78,773.64,0.14,0.02,49549.18,3836387.69
62,600519.SH,20180122,751.81,774.0,751.81,773.64,750.18,23.46,3.13,67126.75,5129674.653
63,600519.SH,20180119,752.9,758.9,739.02,750.18,750.74,-0.56,-0.07,50925.56,3818021.99
64,600519.SH,20180118,747.93,765.0,744.09,750.74,747.93,2.81,0.38,58978.51,4443031.234
65,600519.SH,20180117,770.0,774.0,738.51,747.93,772.94,-25.01,-3.24,90709.54,6835580.477
66,600519.SH,20180116,780.48,788.61,768.0,772.94,785.37,-12.43,-1.58,65428.33,5084966.063
67,600519.SH,20180115,793.46,799.06,779.02,785.37,788.42,-3.05,-0.39,52473.13,4136645.487
68,600519.SH,20180112,773.77,788.8,767.02,788.42,774.81,13.61,1.76,45988.24,3577281.776
69,600519.SH,20180111,787.0,788.0,772.0,774.81,785.71,-10.9,-1.39,50656.07,3942075.854
70,600519.SH,20180110,785.0,788.88,773.48,785.71,782.52,3.19,0.41,47714.24,3731993.154
71,600519.SH,20180109,752.21,783.0,752.21,782.52,752.13,30.39,4.04,64591.95,5001164.506
72,600519.SH,20180108,735.02,756.5,735.02,752.13,738.36,13.77,1.86,52204.56,3899951.72
73,600519.SH,20180105,741.0,746.03,728.22,738.36,737.07,1.29,0.18,39989.07,2946493.013
74,600519.SH,20180104,721.4,743.5,719.33,737.07,715.86,21.21,2.96,72205.08,5309890.21
75,600519.SH,20180103,701.5,721.4,699.74,715.86,703.85,12.01,1.71,52019.41,3713523.701
76,600519.SH,20180102,700.0,710.16,689.89,703.85,697.49,6.36,0.91,49612.48,3482407.646
