,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
40,002628.SZ,20180228,6.26,6.48,6.19,6.41,6.26,0.15,2.4,38701.1,24406.525
41,002628.SZ,20180227,6.27,6.34,6.24,6.26,6.34,-0.08,-1.26,23838.0,14961.095
42,002628.SZ,20180226,6.31,6.36,6.24,6.34,6.29,0.05,0.79,32070.5,20174.62
43,002628.SZ,20180223,6.34,6.35,6.25,6.29,6.32,-0.03,-0.47,15415.0,9692.358
44,002628.SZ,20180222,6.3,6.36,6.29,6.32,6.3,0.02,0.32,13124.0,8286.058
45,002628.SZ,20180214,6.2,6.37,6.18,6.3,6.24,0.06,0.96,15076.41,9484.28
46,002628.SZ,20180213,6.32,6.32,6.23,6.24,6.26,-0.02,-0.32,13649.0,8549.719
47,002628.SZ,20180212,6.12,6.28,6.12,6.26,6.12,0.14,2.29,22813.0,14253.963
48,002628.SZ,20180209,6.11,6.17,6.03,6.12,6.21,-0.09,-1.45,28036.47,17107.728
49,002628.SZ,20180208,6.17,6.29,6.11,6.21,6.14,0.07,1.14,32261.8,20081.807
50,002628.SZ,20180207,6.1,6.17,6.01,6.14,5.99,0.15,2.5,33781.0,20646.3
51,002628.SZ,20180206,6.2,6.2,5.88,5.99,6.23,-0.24,-3.85,49084.0,29675.41
52,002628.SZ,20180205,6.15,6.27,6.05,6.23,6.12,0.11,1.8,37004.4,22785.051
53,002628.SZ,20180202,6.47,6.47,6.0,6.12,6.44,-0.32,-4.97,51055.01,31790.849
54,002628.SZ,20180201,7.13,7.15,6.44,6.44,7.15,-0.71,-9.93,86910.49,58337.738
55,002628.SZ,20180131,7.17,7.19,7.0,7.15,7.17,-0.02,-0.28,44489.08,31465.233
56,002628.SZ,20180130,7.22,7.28,7.15,7.17,7.23,-0.06,-0.83,24408.8,17559.21
57,002628.SZ,20180129,7.29,7.33,7.21,7.23,7.34,-0.11,-1.5,25720.69,18649.402
58,002628.SZ,20180126,7.37,7.46,7.18,7.34,7.37,-0.03,-0.41,54941.93,40030.735
59,002628.SZ,20180125,7.4,7.46,7.3,7.37,7.44,-0.07,-0.94,50292.01,37171.221
60,002628.SZ,20180124,7.7,7.71,7.43,7.44,7.63,-0.19,-2.49,61581.02,46118.211
61,002628.SZ,20180123,7.75,7.84,7.61,7.63,7.77,-0.14,-1.8,52029.16,40176.954
62,002628.SZ,20180122,8.12,8.15,7.74,7.77,7.9,-0.13,-1.65,87451.02,69005.051
63,002628.SZ,20180119,7.39,7.97,7.32,7.9,7.4,0.5,6.76,115996.91,89772.506
64,002628.SZ,20180118,7.5,7.63,7.4,7.4,7.58,-0.18,-2.37,51159.36,38305.801
65,002628.SZ,20180117,7.08,7.67,7.08,7.58,7.44,0.14,1.88,117544.12,85950.811
66,002628.SZ,20180116,8.17,8.23,7.44,7.44,7.74,-0.3,-3.88,164364.09,128894.629
