,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
47,000017.SZ,20180212,5.18,5.3,5.18,5.26,5.21,0.05,0.96,10645.01,5591.259
48,000017.SZ,20180209,5.23,5.25,5.08,5.21,5.28,-0.07,-1.33,17315.89,8922.303
49,000017.SZ,20180208,5.19,5.33,5.19,5.28,5.28,0.0,0.0,10569.02,5575.475
50,000017.SZ,20180207,5.23,5.36,5.16,5.28,5.22,0.06,1.15,12452.88,6524.945
51,000017.SZ,20180206,5.6,5.6,5.18,5.22,5.61,-0.39,-6.95,16931.0,9125.51
52,000017.SZ,20180205,5.43,5.62,5.43,5.61,5.63,-0.02,-0.36,10284.66,5712.99
53,000017.SZ,20180202,5.53,5.63,5.38,5.63,5.58,0.05,0.9,22224.21,12146.607
54,000017.SZ,20180201,5.84,5.86,5.49,5.58,5.85,-0.27,-4.62,29768.4,16889.784
55,000017.SZ,20180131,5.93,5.95,5.75,5.85,5.96,-0.11,-1.85,20510.0,11930.236
56,000017.SZ,20180130,6.03,6.03,5.89,5.96,6.04,-0.08,-1.32,22688.35,13499.173
57,000017.SZ,20180129,6.08,6.08,6.01,6.04,6.1,-0.06,-0.98,13402.88,8089.232
58,000017.SZ,20180126,6.1,6.12,6.05,6.1,6.1,0.0,0.0,16813.0,10217.253
59,000017.SZ,20180125,6.07,6.19,6.06,6.1,6.07,0.03,0.49,28441.01,17369.457
60,000017.SZ,20180124,6.04,6.08,6.03,6.07,6.08,-0.01,-0.16,10741.0,6507.032
61,000017.SZ,20180123,6.08,6.11,6.04,6.08,6.08,0.0,0.0,9665.01,5867.344
62,000017.SZ,20180122,6.1,6.1,6.02,6.08,6.1,-0.02,-0.33,9832.01,5962.251
63,000017.SZ,20180119,6.06,6.1,6.03,6.1,6.08,0.02,0.33,12434.0,7549.108
64,000017.SZ,20180118,6.09,6.11,6.0,6.08,6.09,-0.01,-0.16,14908.94,9015.927
65,000017.SZ,20180117,6.13,6.13,5.96,6.09,6.1,-0.01,-0.16,22823.67,13758.887
66,000017.SZ,20180116,6.1,6.15,6.06,6.1,6.12,-0.02,-0.33,17256.85,10514.123
67,000017.SZ,20180115,6.24,6.29,6.05,6.12,6.24,-0.12,-1.92,20562.13,12629.465
68,000017.SZ,20180112,6.25,6.26,6.16,6.24,6.25,-0.01,-0.16,16359.0,10175.207
69,000017.SZ,20180111,6.19,6.25,6.13,6.25,6.23,0.02,0.32,15179.93,9391.841
70,000017.SZ,20180110,6.29,6.31,6.17,6.23,6.29,-0.06,-0.95,17876.0,11113.797
71,000017.SZ,20180109,6.32,6.38,6.28,6.29,6.32,-0.03,-0.47,12223.74,7725.418
72,000017.SZ,20180108,6.38,6.38,6.25,6.32,6.45,-0.13,-2.02,27559.49,17373.788
73,000017.SZ,20180105,6.29,6.65,6.25,6.45,6.29,0.16,2.54,60700.72,39151.173
74,000017.SZ,20180104,6.32,6.35,6.26,6.29,6.31,-0.02,-0.32,11669.61,7345.969
75,000017.SZ,20180103,6.29,6.33,6.24,6.31,6.26,0.05,0.8,16000.0,10056.072
76,000017.SZ,20180102,6.18,6.27,6.18,6.26,6.2,0.06,0.97,11773.18,7343.897
